text,sentiment
want make day ? Happy_face_or_smiley friend premier amp soon chance upgrade two 10 hr leg flight ecom plus ?,0
horrible attitude staff not delay not level service respect one expect unite,-1
boss Happy_face_or_smiley,1
upgrade cash main cabin extra buy aadvantage mileage saver use miles ? can not seem,0
flight 2413 la delay ?,0
ugh always know way heart face_blowing_a_kiss raising_hands,1
worst customer service experience ever today get together,-1
no like say could not reach anyone company rent car chalk whole thing loss,-1
thank ! best customer service leave industry,1
maybe supervisor find international checkin ftl not move 20 minutes yet employees pick 100 pizza,-1
fleet fleek,0
hold 3 hours ! ! ! ! ! ! number speak someone unacceptable need change flight,-1
thank still book trip 3 13 17 lb slc see grand kid frustrate try app web etc still love guy !,1
worst earth would merge ? not fly either time soon,-1
please dm detail would like help need assistance kp,0
upgrade first class nice way fix earlier mistake thank !,1
many choices south border know not every airline equal lowest price ! best value Wink_or_smirk,1
wife book last minute flight funeral separately would like seat 2gether dm conf,0
purchase ticket entitle check 1 bag however charge extra 25 dollars domestic transport,-1
jump dallas austin market,0
statement incentive offer stockhouse,0
would file number work need 10 character email,0
board pass compatible,0
dream,0
hold 2 5 hours not get 2 hours hold morning no answer help !,-1
promote product problem southwest recommend noneother best !,1
already sign ! thank ! look forward try southwest experience,1
thank Happy_face_or_smiley,1
terry hero ! get husband back thru security retrieve cellphone leave plane austin terry rock !,1
need figure schedule !,-1
really think downgrade booze food selections club good way go look ?,-1
go keep tweet come till aa something know nothing hop go way not likely,-1
768 logan board gong show due lax carry enforcement bin full coat no room bag need better system !,-1
hey let know worst fuck service ever use thank nothing,-1
ua1469 land,0
thank able claim interim expense cost stuff ?,1
bluemanity bring tear eye jetblue commitment give back crewmembers community aww inspire !,1
poor customer service checkin kansas kci ? ! ? ? ? ?,-1
hey awesome ! thank reply fill form !,1
know can not control weather control treat customers,-1
thank get us paradise safely !,1
know plane come ? sw flight 4464 rsw mke,0
big love,0
dal aus route make day ! ! ! !,1
despite inconvenience situation handle quickly appreciate much !,1
patient delay bag 5 weeks tell could take another 3 5 weeks unacceptable !,-1
thank !,0
goods call tomorrow thank,1
hours operation club sfo post online current ?,0
yes issue site well unfortunately,-1
love admiral club ! thank hey follow ?,1
always nice come home wish would fly lax mad keep away iberia winking_face_with_tongue airplane,1
gotcha thank update ready go whenever Happy_face_or_smiley enjoy even,1
regard flight couple weeks ago frustrate policies amp express,-1
fleet fleek,0
dm confirmation code thank help ! mommy daddy kid appreciate !,1
please give special thank aaron tampa office help literally two hours ! amaze mission accomplish !,1
make bahamas work luggage not know happen anyway get help info ?,-1
thank,1
would eternally grateful ticket vegas show ͡° ͜ʖ ͡° god bless,0
possible add know traveler number ticket flight book problems ?,0
thank ! ! see happen ! !,1
go san juan !,0
certainly not impression,0
amaze short delay give 150 credit ! literally pretty much fault miss flight,1
would guy please send service agents gate b15 philly ? people miss connections 2,-1
thank kp please also mention quiche breakfast tandoori chicken dinner entrees accompaniments truly first class,1
receipt no conf thur flight call help literally hang b c wait time help !,-1
crazy hold time today hour help ?,-1
get bag 35 hours late flightr offer 50 go pick taxi cost 65 one way spend 200 inconvenience,-1
cx ed almost entire east coast flight plan take travel fine need get nev soon possible,-1
real mvp,1
love service cheap upgrade american provide ! one best airlines ever ! good food good seat amaze thank !,1
ready ! ? let us say together noooo turbulence today ! face_blowing_a_kiss,0
hello ? ? ? anyone ?,-1
thank gate agt john pascucci find us flight clt pvd original one cancel flightled,1
help leave nikon camera seat front ?,0
two years old birthdate 11 13 2012,0
795 austin,0
air dmd,0
sound great ! thank ! ! Happy_face_or_smiley,1
rebooked thru sfo arrive 9 hours late flight miss activities ask fly today stop tell would pay,-1
ahah grinning_face_with_big_eyes two_hearts musical_note love sw airplane red_exclamation_mark red_heart,1
look forward finally take,1
dmed thank much address quickly,1
florida no flight service suck,-1
finally ! passbook option swa app thank ! ! ! ! !,1
arkansas gov plan sign governor sb 202 legalize discrimination,0
okay ase24766m find luggage,-1
would not need wait hold 6 hours website work correctly please respond !,-1
awesome staff check desk ! paper airplane race sw gift card keep people entertain delay,1
receive invitation participate e reward legit jetblue ? double check site look different,0
fleet fleek,0
obviously staff ewr unite otherwise not see ads friendly helpful worst airport,-1
ruin vacation leave right would think airline cancel flight ticket without tell buyer,-1
status flight stl aus ?,0
28 hours late flightr still no email work supervisor need documentation approve last minute vacation day request,-1
hi ! want see new rout plan year newark love fly guy hope !,1
worst customer svcs ! kevin rep call center must investigate baggage lose no help argument !,-1
never let us ! ! !,1
? ! ? ! fleet fleek,0
type person make customers day ! fly 100 time year amp one top flight attendants !,1
backhand_index_pointing_right door rt fleet fleek,0
3days no call bag anyone pick call hold ph til 130 hold insane,-1
get thank quick reply,1
way flight number 1703 please feel free fact check complaints leave time amp baggage time,-1
want enter family pool contest say 2 19 website please enter still !,0
nice 2 know pay 4 seat sell seat buy 3rd seat good scam scam,-1
ok thank help !,1
441 also 1 work wc coach good thing bird land ahead schedule use wc stat,1
not though loudly_crying_face loudly_crying_face broken_heart broken_heart broken_heart broken_heart broken_heart broken_heart broken_heart,0
not reply customer refund form ? ? ? ? ? ? ? ? ? ? ?,-1
strike lose bag two,-1
thank lovely soft view !,1
book aa award usair metal space open aa metal change aa flight without fee ?,0
thank respond rather quickly way,1
try hardest not get frustrate get no response email phone aa owe 500 claim,-1
cancel flight flight anytime keep night,1
excite time ahead ! beaming_face_with_smiling_eyes party_popper,1
save 200 check snowboard ? try check morning website want 200 !,0
think status nothing think bug search system,-1
arrive lax 8 03,0
ridiculous 6 00 flight two hours rest waste ! ! !,-1
bump preboard flight fat ? whatever reason thank !,1
terrible response ! someone pick phone call 49 hours no luggage,-1
pilot fa grind personnel great job weather blame talk Happy_face_or_smiley,1
yet disappoint sit iad ua3728 3 5hrs can not seem know plane not leave albany,-1
thank upgrade 1st class may 45 min flight appreciate,1
guy atrocious far better service silver delta platinum switch back delta,-1
keep great work Happy_face_or_smiley,1
13th annual martha vineyard african american film festival august 10 15 2015 attendees deserve great flight mv ? ?,1
mean beyond opaque maintenance issue yes would basic customer service ewr staff can not manage,-1
dmed name,0
thank respond quickly helpful tool !,1
thank much !,1
add pillow instead lie flat seat first class arm race,0
flight 236 great fantastic cabin crew land,1
